Page,Section,Component,Usage,Image Path,Image Source Type,Viewport,Device Pixel Ratio,Measurement Basis,Full Component Width,Full Component Height,Image Viewport Width,Image Viewport Height,Display Aspect Ratio,Natural Width,Natural Height,Source Aspect Ratio,Current File Size Bytes,Object Fit,Object Position,Overflow,Border Radius,Opacity / Overlay,Cover Scale,Rendered Width,Rendered Height,Overflow CSS Pixels,Crop Direction,Visible Percentage,Crop Percentage,Crop Per Side,Recommended Width,Recommended Height,Recommended Aspect Ratio,Safe Area Horizontal,Safe Area Vertical,Text Overlay Position,Text-free Side EN,Text-free Side AR,Recommended Format,Recommended Max File Size,Notes
Category: Flavor Coffee,Category grid / filtered search,CatalogProductCard,Flavor Coffee fallback,/site-images/products/categories/flavor-coffee/fallback.png,Local,Desktop 1440x900,1,Browser measured,405.33,489.33,403.33,252.08,1.6000,1122,1402,0.8003,1851762,cover,50% 50%,hidden,20px,,0.3595,403.33,503.98,251.90 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Flavor Coffee,Category grid / filtered search,CatalogProductCard,Flavor Coffee fallback,/site-images/products/categories/flavor-coffee/fallback.png,Local,Laptop 1280x800,1,Browser measured,400.33,486.2,398.33,248.95,1.6000,1122,1402,0.8003,1851762,cover,50% 50%,hidden,20px,,0.3550,398.33,497.73,248.78 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Flavor Coffee,Category grid / filtered search,CatalogProductCard,Flavor Coffee fallback,/site-images/products/categories/flavor-coffee/fallback.png,Local,Tablet 768x1024,1,Browser measured,352.5,456.31,350.5,219.06,1.6000,1122,1402,0.8003,1851762,cover,50% 50%,hidden,20px,,0.3124,350.50,437.97,218.91 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Flavor Coffee,Category grid / filtered search,CatalogProductCard,Flavor Coffee fallback,/site-images/products/categories/flavor-coffee/fallback.png,Local,Mobile 390x844,1,Browser measured,343,442.63,341,213.13,1.6000,1122,1402,0.8003,1851762,cover,50% 50%,hidden,20px,,0.3039,341.00,426.10,212.97 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Products,Product grid / Best Sellers / Search,ProductCard,Hot Chocolate fallback,/site-images/products/categories/hot-chocolate/fallback.png,Local,Desktop 1440x900,1,Browser measured,306.67,341.78,304.67,190.41,1.6001,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.2715,304.67,380.70,190.29 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Hot Chocolate fallback,/site-images/products/categories/hot-chocolate/fallback.png,Local,Laptop 1280x800,1,Browser measured,301.67,338.66,299.67,187.28,1.6001,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.2671,299.67,374.45,187.17 vertical,Top and bottom,50.01%,49.99%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Hot Chocolate fallback,/site-images/products/categories/hot-chocolate/fallback.png,Local,Tablet 768x1024,1,Browser measured,350.5,343.38,348.5,192,1.8151,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.3106,348.50,435.47,243.47 vertical,Top and bottom,44.09%,55.91%,27.95% top + 27.95% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Hot Chocolate fallback,/site-images/products/categories/hot-chocolate/fallback.png,Local,Mobile 390x844,1,Browser measured,165.5,326.25,163.5,176,0.9290,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.1457,163.50,204.30,28.30 vertical,Top and bottom,86.15%,13.85%,6.93% top + 6.93% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Category: Hot Chocolate,Category grid / filtered search,CatalogProductCard,Hot Chocolate fallback,/site-images/products/categories/hot-chocolate/fallback.png,Local,Desktop 1440x900,1,Browser measured,405.33,489.33,403.33,252.08,1.6000,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.3595,403.33,503.98,251.90 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Hot Chocolate,Category grid / filtered search,CatalogProductCard,Hot Chocolate fallback,/site-images/products/categories/hot-chocolate/fallback.png,Local,Laptop 1280x800,1,Browser measured,400.33,486.2,398.33,248.95,1.6000,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.3550,398.33,497.73,248.78 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Hot Chocolate,Category grid / filtered search,CatalogProductCard,Hot Chocolate fallback,/site-images/products/categories/hot-chocolate/fallback.png,Local,Tablet 768x1024,1,Browser measured,352.5,456.31,350.5,219.06,1.6000,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.3124,350.50,437.97,218.91 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Hot Chocolate,Category grid / filtered search,CatalogProductCard,Hot Chocolate fallback,/site-images/products/categories/hot-chocolate/fallback.png,Local,Mobile 390x844,1,Browser measured,343,442.63,341,213.13,1.6000,1122,1402,0.8003,1999822,cover,50% 50%,hidden,20px,,0.3039,341.00,426.10,212.97 vertical,Top and bottom,50.02%,49.98%,24.99% top + 24.99% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Products,Product grid / Best Sellers / Search,ProductCard,Turkish Blends / High Mood fallback,/site-images/products/categories/turkish-blends/fallback.png,Local,Desktop 1440x900,1,Browser measured,306.67,341.78,304.67,190.41,1.6001,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.2975,304.67,457.00,266.60 vertical,Top and bottom,41.66%,58.34%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Turkish Blends / High Mood fallback,/site-images/products/categories/turkish-blends/fallback.png,Local,Laptop 1280x800,1,Browser measured,301.67,338.66,299.67,187.28,1.6001,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.2926,299.67,449.50,262.23 vertical,Top and bottom,41.66%,58.34%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Turkish Blends / High Mood fallback,/site-images/products/categories/turkish-blends/fallback.png,Local,Tablet 768x1024,1,Browser measured,350.5,343.38,348.5,192,1.8151,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.3403,348.50,522.75,330.75 vertical,Top and bottom,36.73%,63.27%,31.64% top + 31.64% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Products,Product grid / Best Sellers / Search,ProductCard,Turkish Blends / High Mood fallback,/site-images/products/categories/turkish-blends/fallback.png,Local,Mobile 390x844,1,Browser measured,165.5,326.25,163.5,176,0.9290,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.1597,163.50,245.25,69.25 vertical,Top and bottom,71.76%,28.24%,14.12% top + 14.12% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Measured rules use High Mood sample; uploaded Supabase images switch to contain
Category: Turkish Blends / High Mood,Category grid / filtered search,CatalogProductCard,Turkish Blends / High Mood fallback,/site-images/products/categories/turkish-blends/fallback.png,Local,Desktop 1440x900,1,Browser measured,405.33,489.33,403.33,252.08,1.6000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.3939,403.33,605.00,352.91 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Turkish Blends / High Mood,Category grid / filtered search,CatalogProductCard,Turkish Blends / High Mood fallback,/site-images/products/categories/turkish-blends/fallback.png,Local,Laptop 1280x800,1,Browser measured,400.33,486.2,398.33,248.95,1.6000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.3890,398.33,597.50,348.55 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Turkish Blends / High Mood,Category grid / filtered search,CatalogProductCard,Turkish Blends / High Mood fallback,/site-images/products/categories/turkish-blends/fallback.png,Local,Tablet 768x1024,1,Browser measured,352.5,456.31,350.5,219.06,1.6000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.3423,350.50,525.75,306.69 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Category: Turkish Blends / High Mood,Category grid / filtered search,CatalogProductCard,Turkish Blends / High Mood fallback,/site-images/products/categories/turkish-blends/fallback.png,Local,Mobile 390x844,1,Browser measured,343,442.63,341,213.13,1.6000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.3330,341.00,511.50,298.37 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,8:5 image viewport
Product details,Gallery,ProductGallery,High Mood main image,/site-images/products/categories/turkish-blends/fallback.png,Local,Desktop 1440x900,1,Browser measured,443.06,675.59,441.06,551.33,0.8000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.4307,441.06,661.59,110.26 vertical,Top and bottom,83.33%,16.67%,8.33% top + 8.33% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,2:3 source; 16.67% vertical crop
Product details,Gallery,ProductGallery,High Mood main image,/site-images/products/categories/turkish-blends/fallback.png,Local,Laptop 1280x800,1,Browser measured,435.38,664.06,433.38,541.72,0.8000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.4232,433.38,650.07,108.35 vertical,Top and bottom,83.33%,16.67%,8.33% top + 8.33% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,2:3 source; 16.67% vertical crop
Product details,Gallery,ProductGallery,High Mood main image,/site-images/products/categories/turkish-blends/fallback.png,Local,Tablet 768x1024,1,Browser measured,721,1092.5,719,898.75,0.8000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.7021,719.00,1078.50,179.75 vertical,Top and bottom,83.33%,16.67%,8.33% top + 8.33% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,2:3 source; 16.67% vertical crop
Product details,Gallery,ProductGallery,High Mood main image,/site-images/products/categories/turkish-blends/fallback.png,Local,Mobile 390x844,1,Browser measured,343,525.5,341,426.25,0.8000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.3330,341.00,511.50,85.25 vertical,Top and bottom,83.33%,16.67%,8.33% top + 8.33% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,2:3 source; 16.67% vertical crop
Product details,Gallery,ProductGallery,High Mood first thumbnail,/site-images/products/categories/turkish-blends/fallback.png,Local,Desktop 1440x900,1,Browser measured,98.27,98.27,96.27,96.27,1.0000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,12px,,0.0940,96.27,144.41,48.14 vertical,Top and bottom,66.67%,33.33%,16.67% top + 16.67% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,2:3 source; 33.33% vertical crop
Product details,Gallery,ProductGallery,High Mood first thumbnail,/site-images/products/categories/turkish-blends/fallback.png,Local,Laptop 1280x800,1,Browser measured,96.34,96.34,94.34,94.34,1.0000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,12px,,0.0921,94.34,141.51,47.17 vertical,Top and bottom,66.67%,33.33%,16.67% top + 16.67% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,2:3 source; 33.33% vertical crop
Product details,Gallery,ProductGallery,High Mood first thumbnail,/site-images/products/categories/turkish-blends/fallback.png,Local,Tablet 768x1024,1,Browser measured,167.75,167.75,165.75,165.75,1.0000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,12px,,0.1619,165.75,248.63,82.88 vertical,Top and bottom,66.67%,33.33%,16.67% top + 16.67% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,2:3 source; 33.33% vertical crop
Product details,Gallery,ProductGallery,High Mood first thumbnail,/site-images/products/categories/turkish-blends/fallback.png,Local,Mobile 390x844,1,Browser measured,73.25,73.25,71.25,71.25,1.0000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,12px,,0.0696,71.25,106.88,35.63 vertical,Top and bottom,66.67%,33.33%,16.67% top + 16.67% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,2:3 source; 33.33% vertical crop
Product details,Ambient hero,ProductDetailHero,Blurred ambient product image,/site-images/products/categories/turkish-blends/fallback.png,Local,Desktop 1440x900,1,Browser measured,1425,318.39,1425,318.39,4.4756,1024,1536,0.6667,1878760,cover,50% 50%,hidden,0px,0.34 + blur(1px) + scale(1.06),1.3916,1425.00,2137.50,1819.11 vertical,Top and bottom,14.90%,85.10%,42.55% top + 42.55% bottom,2400,1200,2:1,25%-75%,20%-80%,None,N/A,N/A,WebP,400 KB,"Actual transformed image rects: 1510.50x336.43, 1340.90x337.49, 798.18x321.59, 397.50x280.25"
Product details,Ambient hero,ProductDetailHero,Blurred ambient product image,/site-images/products/categories/turkish-blends/fallback.png,Local,Laptop 1280x800,1,Browser measured,1265,318.39,1265,318.39,3.9731,1024,1536,0.6667,1878760,cover,50% 50%,hidden,0px,0.34 + blur(1px) + scale(1.06),1.2354,1265.00,1897.50,1579.11 vertical,Top and bottom,16.78%,83.22%,41.61% top + 41.61% bottom,2400,1200,2:1,25%-75%,20%-80%,None,N/A,N/A,WebP,400 KB,"Actual transformed image rects: 1510.50x336.43, 1340.90x337.49, 798.18x321.59, 397.50x280.25"
Product details,Ambient hero,ProductDetailHero,Blurred ambient product image,/site-images/products/categories/turkish-blends/fallback.png,Local,Tablet 768x1024,1,Browser measured,753,303.39,753,303.39,2.4820,1024,1536,0.6667,1878760,cover,50% 50%,hidden,0px,0.34 + blur(1px) + scale(1.06),0.7354,753.00,1129.50,826.11 vertical,Top and bottom,26.86%,73.14%,36.57% top + 36.57% bottom,2400,1200,2:1,25%-75%,20%-80%,None,N/A,N/A,WebP,400 KB,"Actual transformed image rects: 1510.50x336.43, 1340.90x337.49, 798.18x321.59, 397.50x280.25"
Product details,Ambient hero,ProductDetailHero,Blurred ambient product image,/site-images/products/categories/turkish-blends/fallback.png,Local,Mobile 390x844,1,Browser measured,375,264.39,375,264.39,1.4184,1024,1536,0.6667,1878760,cover,50% 50%,hidden,0px,0.34 + blur(1px) + scale(1.06),0.3662,375.00,562.50,298.11 vertical,Top and bottom,47.00%,53.00%,26.50% top + 26.50% bottom,2400,1200,2:1,25%-75%,20%-80%,None,N/A,N/A,WebP,400 KB,"Actual transformed image rects: 1510.50x336.43, 1340.90x337.49, 798.18x321.59, 397.50x280.25"
Metadata,Open Graph,SEO metadata,Default social preview,/site-images/shared/metadata/default-og.png,Local,Metadata / no DOM viewport,N/A,File metadata / no DOM,,,,,,1717,916,1.8745,1673560,intrinsic,50% 50%,hidden,0px,,,,,,,,,,1200,630,1.91:1,10%-90%,10%-90%,None,N/A,N/A,WebP,250 KB,Current file is 1717x916 PNG and 1.60 MiB; recommended 1200x630 WebP <=250KB
Blog,Featured article,FeaturedBlogCard,Current DB card image,/assets/story/roastery.png,Local legacy,Desktop 1440x900,1,Browser measured,1248,354,623,352,1.7699,1024,1536,0.6667,1812504,cover,50% 50%,hidden,20px,,0.6084,623.00,934.50,582.50 vertical,Top and bottom,37.67%,62.33%,31.17% top + 31.17% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Same binary also exists under site-images; different URL creates a distinct optimizer/cache key
Blog,Featured article,FeaturedBlogCard,Current DB card image,/assets/story/roastery.png,Local legacy,Laptop 1280x800,1,Browser measured,1233,354,615.5,352,1.7486,1024,1536,0.6667,1812504,cover,50% 50%,hidden,20px,,0.6011,615.50,923.25,571.25 vertical,Top and bottom,38.13%,61.87%,30.94% top + 30.94% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Same binary also exists under site-images; different URL creates a distinct optimizer/cache key
Blog,Featured article,FeaturedBlogCard,Current DB card image,/assets/story/roastery.png,Local legacy,Tablet 768x1024,1,Browser measured,721,466.75,359.5,464.75,0.7735,1024,1536,0.6667,1812504,cover,50% 50%,hidden,20px,,0.3511,359.50,539.25,74.50 vertical,Top and bottom,86.18%,13.82%,6.91% top + 6.91% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Same binary also exists under site-images; different URL creates a distinct optimizer/cache key
Blog,Featured article,FeaturedBlogCard,Current DB card image,/assets/story/roastery.png,Local legacy,Mobile 390x844,1,Browser measured,343,597.25,341,256,1.3320,1024,1536,0.6667,1812504,cover,50% 50%,hidden,20px,,0.3330,341.00,511.50,255.50 vertical,Top and bottom,50.05%,49.95%,24.98% top + 24.98% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Same binary also exists under site-images; different URL creates a distinct optimizer/cache key
Blog article,Article hero,BlogPostHero,Current DB hero image,/assets/story/roastery.png,Local legacy,Desktop 1440x900,1,Browser measured,1425,594.39,1425,468,3.0449,1024,1536,0.6667,1812504,cover,50% 50%,hidden,0px,,1.3916,1425.00,2137.50,1669.50 vertical,Top and bottom,21.89%,78.11%,39.05% top + 39.05% bottom,1920,1080,16:9,20%-80%,20%-80%,Live article title below/over section,N/A,N/A,WebP,300 KB,Portrait source in wide hero
Blog article,Article hero,BlogPostHero,Current DB hero image,/assets/story/roastery.png,Local legacy,Laptop 1280x800,1,Browser measured,1265,542.39,1265,416,3.0409,1024,1536,0.6667,1812504,cover,50% 50%,hidden,0px,,1.2354,1265.00,1897.50,1481.50 vertical,Top and bottom,21.92%,78.08%,39.04% top + 39.04% bottom,1920,1080,16:9,20%-80%,20%-80%,Live article title below/over section,N/A,N/A,WebP,300 KB,Portrait source in wide hero
Blog article,Article hero,BlogPostHero,Current DB hero image,/assets/story/roastery.png,Local legacy,Tablet 768x1024,1,Browser measured,753,658.86,753,532.47,1.4142,1024,1536,0.6667,1812504,cover,50% 50%,hidden,0px,,0.7354,753.00,1129.50,597.03 vertical,Top and bottom,47.14%,52.86%,26.43% top + 26.43% bottom,1920,1080,16:9,20%-80%,20%-80%,Live article title below/over section,N/A,N/A,WebP,300 KB,Portrait source in wide hero
Blog article,Article hero,BlogPostHero,Current DB hero image,/assets/story/roastery.png,Local legacy,Mobile 390x844,1,Browser measured,375,456.86,375,354.47,1.0579,1024,1536,0.6667,1812504,cover,50% 50%,hidden,0px,,0.3662,375.00,562.50,208.03 vertical,Top and bottom,63.02%,36.98%,18.49% top + 18.49% bottom,1920,1080,16:9,20%-80%,20%-80%,Live article title below/over section,N/A,N/A,WebP,300 KB,Portrait source in wide hero
Blog,Article grid,BlogCard,Espresso article card,/assets/categories/espresso.png,Local legacy,Desktop 1440x900,1,Browser measured,402.66,435.17,400.66,208,1.9263,1024,1536,0.6667,2122431,cover,50% 50%,hidden,20px,,0.3913,400.66,600.99,392.99 vertical,Top and bottom,34.61%,65.39%,32.70% top + 32.70% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Current data path
Blog,Article grid,BlogCard,Espresso article card,/assets/categories/espresso.png,Local legacy,Laptop 1280x800,1,Browser measured,397.66,435.17,395.66,208,1.9022,1024,1536,0.6667,2122431,cover,50% 50%,hidden,20px,,0.3864,395.66,593.49,385.49 vertical,Top and bottom,35.05%,64.95%,32.48% top + 32.48% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Current data path
Blog,Article grid,BlogCard,Espresso article card,/assets/categories/espresso.png,Local legacy,Tablet 768x1024,1,Browser measured,350.5,435.17,348.5,208,1.6755,1024,1536,0.6667,2122431,cover,50% 50%,hidden,20px,,0.3403,348.50,522.75,314.75 vertical,Top and bottom,39.79%,60.21%,30.11% top + 30.11% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Current data path
Blog,Article grid,BlogCard,Espresso article card,/assets/categories/espresso.png,Local legacy,Mobile 390x844,1,Browser measured,343,435.17,341,208,1.6394,1024,1536,0.6667,2122431,cover,50% 50%,hidden,20px,,0.3330,341.00,511.50,303.50 vertical,Top and bottom,40.66%,59.34%,29.67% top + 29.67% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Current data path
Blog,Article grid,BlogCard,Classic pouch article card,/assets/products/classic-pouch.png,Local legacy,Desktop 1440x900,1,Browser measured,402.66,435.17,400.66,208,1.9263,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.3913,400.66,600.99,392.99 vertical,Top and bottom,34.61%,65.39%,32.70% top + 32.70% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Current data path
Blog,Article grid,BlogCard,Classic pouch article card,/assets/products/classic-pouch.png,Local legacy,Laptop 1280x800,1,Browser measured,397.66,435.17,395.66,208,1.9022,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.3864,395.66,593.49,385.49 vertical,Top and bottom,35.05%,64.95%,32.48% top + 32.48% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Current data path
Blog,Article grid,BlogCard,Classic pouch article card,/assets/products/classic-pouch.png,Local legacy,Tablet 768x1024,1,Browser measured,350.5,435.17,348.5,208,1.6755,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.3403,348.50,522.75,314.75 vertical,Top and bottom,39.79%,60.21%,30.11% top + 30.11% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Current data path
Blog,Article grid,BlogCard,Classic pouch article card,/assets/products/classic-pouch.png,Local legacy,Mobile 390x844,1,Browser measured,343,435.17,341,208,1.6394,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.3330,341.00,511.50,303.50 vertical,Top and bottom,40.66%,59.34%,29.67% top + 29.67% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Current data path
Blog,Article grid,BlogCard,Turkish article card,/assets/categories/turkish.png,Local legacy,Desktop 1440x900,1,Browser measured,402.66,435.17,400.66,208,1.9263,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.3913,400.66,600.99,392.99 vertical,Top and bottom,34.61%,65.39%,32.70% top + 32.70% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Current data path
Blog,Article grid,BlogCard,Turkish article card,/assets/categories/turkish.png,Local legacy,Laptop 1280x800,1,Browser measured,397.66,435.17,395.66,208,1.9022,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.3864,395.66,593.49,385.49 vertical,Top and bottom,35.05%,64.95%,32.48% top + 32.48% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Current data path
Blog,Article grid,BlogCard,Turkish article card,/assets/categories/turkish.png,Local legacy,Tablet 768x1024,1,Browser measured,350.5,435.17,348.5,208,1.6755,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.3403,348.50,522.75,314.75 vertical,Top and bottom,39.79%,60.21%,30.11% top + 30.11% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Current data path
Blog,Article grid,BlogCard,Turkish article card,/assets/categories/turkish.png,Local legacy,Mobile 390x844,1,Browser measured,343,435.17,341,208,1.6394,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.3330,341.00,511.50,303.50 vertical,Top and bottom,40.66%,59.34%,29.67% top + 29.67% bottom,1600,900,16:9,20%-80%,20%-80%,None,N/A,N/A,WebP,220 KB,Current data path
Products,Grid / Best Sellers / Search,ProductCard,Cairo Nights primary image,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Browser measured,306.67,341.78,304.67,190.41,1.6001,736,1308,0.5627,97862,contain,50% 50%,hidden,20px,,N/A,304.67,190.41,0,None,100.00%,0.00%,0%,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,100% visible; padding 12px desktop/tablet and 8-9px mobile
Products,Grid / Best Sellers / Search,ProductCard,Cairo Nights primary image,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Browser measured,301.67,338.66,299.67,187.28,1.6001,736,1308,0.5627,97862,contain,50% 50%,hidden,20px,,N/A,299.67,187.28,0,None,100.00%,0.00%,0%,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,100% visible; padding 12px desktop/tablet and 8-9px mobile
Products,Grid / Best Sellers / Search,ProductCard,Cairo Nights primary image,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Browser measured,350.5,343.38,348.5,192,1.8151,736,1308,0.5627,97862,contain,50% 50%,hidden,20px,,N/A,348.50,192.00,0,None,100.00%,0.00%,0%,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,100% visible; padding 12px desktop/tablet and 8-9px mobile
Products,Grid / Best Sellers / Search,ProductCard,Cairo Nights primary image,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Browser measured,165.5,326.25,163.5,176,0.9290,736,1308,0.5627,97862,contain,50% 50%,hidden,20px,,N/A,163.50,176.00,0,None,100.00%,0.00%,0%,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,100% visible; padding 12px desktop/tablet and 8-9px mobile
